,translation
206,"{'en': 'I agree. It was well made.', 'hi_en': 'me agree karta hu. yah well made thi.'}"
207,"{'en': 'The scares were well timed.', 'hi_en': 'scares well timed the'}"
208,"{'en': 'I liked the soundtrack.', 'hi_en': 'mene soundtrack like kiya'}"
209,"{'en': 'What was your favorite part?', 'hi_en': 'tumhara favorite part kon sa tha?'}"
210,"{'en': 'I think it was utilizing a location like Amity Island. It made me feel as if the plot could happen anywhere.', 'hi_en': 'mujhe lagta he yah Amity Island jaisa location use kar raha he.mujhe aisa lagata he jaise plot kahi bhi ho sakta he.'}"
211,"{'en': 'Was the soundtrack your favorite part?', 'hi_en': 'kya soundtrack tumhara favorite part tha?'}"
212,"{'en': ""That makes sense. Yes, especially the part that it is so famous for. The sound they played whenever they wanted to increase the audience's fear and anxiety."", 'hi_en': 'isme sense he. ha, especially voh part jiske liye ye itna famous he.jab bhi ve audience ki fear aur anxiety badana chahte the unhone ye sound play kiya.'}"
213,"{'en': 'Just another affirmation that Spielberg knew what he was doing even in post-production.', 'hi_en': 'ek dusra affirmation ki Spielberg knew ki voh post-production me kya kar raha tha.'}"
214,"{'en': 'Do you usually like this type of movie?', 'hi_en': 'kya aap aamataur par is tarah kee philm pasand karate hain?'}"
215,"{'en': 'No doubt. He is very good at making movies. No, it is not my favorite kind. I am not much into jump scares. I like documentaries. How about you?', 'hi_en': 'isamen koee shak nahin, vah philmen banaane mein bahut achchhe hain. nahin, yah meree pasandeeda kism nahin hai. main bahut jyaada dara hua nahin hoon. mujhe vrttachitr pasand hain. aap kaise hain?'}"
216,"{'en': 'I like this type of movie around Halloween; otherwise, I enjoy action films.', 'hi_en': 'mujhe hailoveen ke aasapaas is tarah kee philm pasand hai; anyatha, mujhe ekshan philmon ka aanand milata hai'}"
217,"{'en': 'That is understandable. Halloween is a good time to scare yourself. ', 'hi_en': 'yah samajh mein aata hai.hailoveen khud ko daraane ka ek achchha samay hai.'}"
218,"{'en': ""What did you think of the mayor's reaction to the shark attack?"", 'hi_en': 'shaark ke hamale par meyar kee pratikriya ke baare mein aapane kya socha?'}"
219,"{'en': 'I think it was greedy. I agree it is best not to panic the public, but putting people in danger out of greed is not okay.', 'hi_en': 'mujhe lagata hai ki yah laalachee tha.main maanata hoon ki janata ko ghabaraana nahin chaahie, lekin laalach se logon ko khatare mein daalana theek nahin hai.'}"
220,"{'en': 'Exactly, I thought it was neat to think of real world implications both fiscally and morally.', 'hi_en': 'theek, mainne socha tha ki vaastavik duniya ke nihitaarth ko naitik aur naitik roop se donon ke baare mein sochana saaph tha.'}"
221,"{'en': 'Of how to present this to the public.', 'hi_en': 'ise janata ke saamane kaise pesh kiya jae.'}"
222,"{'en': 'Which in the end resulted in a shark-hunting frenzy', 'hi_en': 'jisake parinaamasvaroop ant mein ek shaark-shikaar unmaad paida hua'}"
223,"{'en': 'I like to think of those things too. I did not like that part. I think I would have liked it better if the shark was led out to sea, but most people would probably not enjoy a movie like that, not enough drama.', 'hi_en': 'un cheejon ke baare mein bhee sochana pasand karate hain.mujhe vah hissa pasand nahin tha.mujhe lagata hai ki shaark ko samudr tak le jaaya jaata to mujhe achchha lagata, lekin jyaadaatar log shaayad us tarah kee philm ka aanand nahin lenge, paryaapt naatak nahin'}"
224,"{'en': 'You are right on that.', 'hi_en': 'aap us par sahee hain.'}"
225,"{'en': 'It was nice to see characters such as Brody step up - though it took his son to go into shock in order to spur him to action.', 'hi_en': 'brodee ke kadam jaise charitron ko dekhana achchha tha - haalaanki isane unake bete ko kaarravaee ke lie prerit karane ke lie sadame mein le liya.'}"
226,"{'en': 'I think Spielberg hit the nail on the head as far as portraying small town politics.', 'hi_en': 'mujhe lagata hai ki speelabarg ne chhote shahar kee raajaneeti ko chitrit karane ke lie naakhoon par sir maara.'}"
227,"{'en': 'Yes. It was realistic, though I think much of it applies to politics of all types. ', 'hi_en': 'haan. yah yathaarthavaadee tha, haalaanki mujhe lagata hai ki yah sabhee prakaar kee raajaneeti par laagoo hota hai.'}"
228,"{'en': 'Money seems to always be highest priority.', 'hi_en': 'paisa hamesha sarvochch praathamikata lagata hai.'}"
229,"{'en': 'Unfortunately, true.', 'hi_en': 'durbhaagyavash yah sach hai.'}"
230,"{'en': 'And sadly we do not get galvanized to action sometimes until tragedy strikes.', 'hi_en': 'aur dukh kee baat yah hai ki hamen traasadee ke hamalon tak kabhee-kabhee kaarravaee ke lie jastee nahin milata hai.'}"
231,"{'en': 'Have you seen other Spielberg movies?', 'hi_en': 'kya aapane any speelabarg philmen dekhee hain?'}"
232,"{'en': 'Yes, he has his shining moments and some duds along the way. I feel that more of his movies fall into the former rather than latter category.', 'hi_en': 'haan, usake paas apane chamakadaar kshan aur raaste mein kuchh yugal hain. mujhe lagata hai ki unakee adhik philmen baad kee shrenee ke bajaay poorv mein aatee hain.'}"
233,"{'en': 'You?', 'hi_en': 'aap?'}"
234,"{'en': 'I know I have and that his movies are usually really well made, but I cannot remember which movies are his. I am very bad at stuff like that.', 'hi_en': 'hey muje toh unka  movies bahut pasand hein lakin unka movies muje yaad nahi aatha hein. mein yaad karne me thoda kamjor hoon'}"
235,"{'en': 'I did not like the scuba part. I enjoy enjoy breathing .', 'hi_en': 'muje toh voh scuba part bilkul pasand nahi hein, magar voh breathing toh mein enjoy kar raha tha'}"
236,"{'en': ' I usually am as well.', 'hi_en': 'mein tho aise hi hoon'}"
237,"{'en': 'Sorry, for the typo.', 'hi_en': 'maaf kar na us typo ko'}"
238,"{'en': 'No worries. Completely agree on breathing/ I would not be getting in the water even with a cage.', 'hi_en': 'jaane de yar, mein toh us breathing ko completely agree karunga, aur mein kabhi bhi us cage mein pani mein nahi jaavunga'}"
239,"{'en': 'Well, thanks for sharing this conversation with me. It seems that our time has come to an end. I hope you have a wonderful morning, afternoon, night wherever you are.', 'hi_en': 'acha, aapse baath karne mein bahut dhanyavad. muje lagtha hein ki hamara time ab khatma ho raha hein, aapka din acha rahane ka mera subh kamna'}"
240,"{'en': 'You as well.', 'hi_en': 'aapko bhi'}"
241,"{'en': 'hi', 'hi_en': 'Hi'}"
242,"{'en': ""Hey, what do you think about Despicable Me?  It's a really good movie."", 'hi_en': 'Hey, tum Despicable Me ke baare me kya sochte ho? Ye really ek badiya movie hai.'}"
243,"{'en': 'I think so too.', 'hi_en': 'Mujhe bhi lagta hai'}"
244,"{'en': ""It's quite funny!"", 'hi_en': 'ye badi funny hai'}"
245,"{'en': 'Did you just read about it? Or have you seen it also.', 'hi_en': 'Kya tumne sirf iske baare me read kiya tha? ya tumne dekhi bhi hai'}"
246,"{'en': 'Yeah?  Steve Carell is super funny.  My kids love this movie.', 'hi_en': 'Yeah? Steve Carell bahut funny hai. Mere kids ko ye pasand aayi.'}"
247,"{'en': 'Yeah he plays gru really well.', 'hi_en': 'yeah usne gru ka role acche se play kiya'}"
248,"{'en': ""I've seen it."", 'hi_en': 'maine use dekha hai'}"
249,"{'en': ""Oh, I don't have kids, but I think the movie is good for all ages"", 'hi_en': 'Oh, mere pass bachhe nhi hai, but mujhe lagta hai ki movie sbhi ages ke liye achhi hai'}"
250,"{'en': 'I recommend it to my friends.', 'hi_en': 'Maine isse apne friends ko recommend ki hai.'}"
251,"{'en': 'Lots of good lessons in it', 'hi_en': 'Ismein bahut saare achhe lessons hai'}"
252,"{'en': 'Same here', 'hi_en': 'Mujhe bhi'}"
253,"{'en': 'And the animation is really top level.', 'hi_en': 'Aur animation bahut achhe level ki hai.'}"
254,"{'en': 'Yeah it is, simple but not too simple, and just detailed enough', 'hi_en': 'Han, simple but bahut zyada simple nhi, aur achhe se detail kiya hai'}"
255,"{'en': 'I like all the small details in the movie, and how gru evolves over time', 'hi_en': 'Mujhe movie ki har chhoti details achhi lagi, aur kaise time ke saath gru evolves.'}"
256,"{'en': ""what's your favorite character in the movie?"", 'hi_en': 'Tumahra konsa favourite character hai movie mein?'}"
257,"{'en': ""I also like Gru.  He's the funniest of the characters by far."", 'hi_en': 'Mujhe Gru bhi pasand hai. Weh ab tak ke characters mein sabase majedaar hai.'}"
258,"{'en': 'Same here. And it has a lot of rewatching value', 'hi_en': 'Mujhe bhi. Aur iski bahut zyada value hai'}"
259,"{'en': 'Always find new things and easter eggs', 'hi_en': 'hamesha naee cheejen aur  easter eggs paate raho'}"
260,"{'en': ""Yeah I've probably seen it a dozen times."", 'hi_en': 'haan, mainne shaayad ise ek dozen times dekha hai.'}"
261,"{'en': 'Hi. Just looking at this now.', 'hi_en': 'Hi. Just isko dekh raha tha abhi.'}"
262,"{'en': 'Hola, ando leyendo', 'hi_en': 'Hola, ando leyendo'}"
263,"{'en': 'Who played Hawkeye?', 'hi_en': 'Hawkeye kisne khela ?'}"
264,"{'en': 'hey let me remember that', 'hi_en': 'hey let me yaad karne do usko'}"
265,"{'en': 'What role did Robert Downey Jr play?', 'hi_en': 'Robert Downey Jr ne kaun sa role kiya tha ?'}"
266,"{'en': ""Ok, so I am looking for Robert Downey Jr. 's role and who played Hawkeye. Do you know? "", 'hi_en': ""Ok,so I am looking for Robert Downey Jr. 's role and who played Hawkeye. Aap jaante hain kya ??""}"
267,"{'en': 'is one of the main characters of the plot', 'hi_en': 'woh plot ke main characters mein se ek hai.'}"
268,"{'en': ""Do you know who wrote and directed 'The Avengers?'"", 'hi_en': ""'The Avengers?' kisne likhi aur direct ki hai aap jante hain kya ?""}"
269,"{'en': ' Stan Lee and  Jack Kirby', 'hi_en': 'Stan Lee aur Jack Kirby'}"
270,"{'en': 'Joss Whedon', 'hi_en': 'Joss Whedon'}"
271,"{'en': 'The publisher Marvel Comics', 'hi_en': 'Uska publisher Marvel Comics'}"
272,"{'en': 'oh !', 'hi_en': 'oh!'}"
273,"{'en': 'Do you know the Rotten Tomatoes score?', 'hi_en': 'tumhe uska Rotten Tomatoes score pata hai?'}"
274,"{'en': 'no, tell me about that', 'hi_en': 'nahi, mujhe batao uske baare me'}"
275,"{'en': 'tell me that you know about this movie', 'hi_en': 'Ye batao k tumhe is movie k baare me pata hai'}"
276,"{'en': '92% with an average of 8/10 interesting', 'hi_en': '92% aur average rating 8/10 kaafi interesting'}"
277,"{'en': ""Do you know who Thor's brother is in this film?"", 'hi_en': 'Tumhe pata hai Thor ka bhai kaun hai is film me ?'}"
278,"{'en': 'really no, i dont know tell me that', 'hi_en': 'Nahi, I dont know , mujhe batao'}"
279,"{'en': 'Loki. The team of Captain America, The Hulk, and Thor, along with Iron Man are trying to stop Loki.', 'hi_en': 'Captain America, The Hulk, aur Thor ki team Iron Man se milkar Loki ko rokne ki koshish kar rahe hain.'}"
280,"{'en': 'you here?', 'hi_en': 'Sun rahe ho?'}"
281,"{'en': 'Mark Ruffalo played the Hulk. Did yo know that?', 'hi_en': 'Mark Ruffallo ne Hulk ka character kiya tha. Tumhe pata tha?'}"
282,"{'en': ""ah, I understand it's quite complex and the three main characters have a mission"", 'hi_en': 'Haan, mujhe pata hai ki kaafi complex hai aur teen main characters ka ek mission hai.'}"
283,"{'en': 'I liked the movie because of the mission you mention. Did you like it?', 'hi_en': 'Mujhe movie uss mission ki wajah se achhi lagi. Tumhe achhi lagi?'}"
284,"{'en': ""I'm just reading about it"", 'hi_en': 'Mein to bas uske barey mein padh raha hoon.'}"
285,"{'en': 'Ok', 'hi_en': 'Okay.'}"
286,"{'en': ""I'm really interesting and it's a classic"", 'hi_en': 'Mujhe bahut interesting lag raha hai aur ek classic bhi hai.'}"
287,"{'en': 'I guess a wormhole opened to let Loki through to the Earth.', 'hi_en': 'Mujhe lagta hai ki ek wormhole khul gaya aur uske zariye Loki Earth pe aa gaya.'}"
288,"{'en': ""The wormhole is called aTesseract. That's hard to say and spell."", 'hi_en': 'Uss wormhole ko Tesseract kehte hain. Bolna aur spell karna kaafi mushkil hai.'}"
289,"{'en': 'that hole that he found was quite exciting', 'hi_en': 'Jo hole use mila wo kaafi exciting tha'}"
290,"{'en': 'A movie critic said the the Hulk was played like he was a reservoir of calm but then became a Volcano. I agree.', 'hi_en': 'Ek movie critic ne kaha Hulk aise play kiya jaise wo shaanti ka reservoir tha but phir Volcano ban gaya. Main agree karta hu.'}"
291,"{'en': '143 minutes for a movie is long these days', 'hi_en': '143 minute ek movie ke liye aajkal bahut lamba hai.'}"
292,"{'en': 'are you there and reading the document. Tell me about your impression of how long the movie is please', 'hi_en': 'kya tum waha ho aur document padh rahe ho? Is movie ki lambai k bare me apne impression batao'}"
293,"{'en': 'i understand', 'hi_en': 'Main samjhta hu'}"
294,"{'en': 'why let chat', 'hi_en': 'Kyu chalo chat karte hai'}"
295,"{'en': 'just i lose my conexion', 'hi_en': 'Mera connection chale gaya'}"
296,"{'en': 'Hello. what is the movie?', 'hi_en': 'namaste. philm kya hai'}"
297,"{'en': 'Hey, t he movie we got is The Imitation Game', 'hi_en': 'are, vah philm hamen mil gaya hai da imiteshan gem'}"
298,"{'en': 'What is it about?', 'hi_en': 'yah kis baare mein hai?'}"
299,"{'en': 'It is a biography of about Alan Turing, a British cryptanalyst who decrypted German intelligence codes during World War 2.', 'hi_en': 'yah elan tyooring ke baare mein ek jeevanee hai, jo ek british kriptainaalist hai jisane dviteey vishv yuddh ke dauraan jarman khuphiya kod ko dikript kiya tha.'}"
300,"{'en': 'Who is the lead actors?', 'hi_en': 'pramukh abhineta kaun hain?'}"
301,"{'en': 'The lead actors are Benedict Cumberbatch and Keira Knightley', 'hi_en': 'pramukh kalaakaar benedikt kambarabaich aur keira naitalee hain'}"
302,"{'en': 'Do they successfully decrypt the code?', 'hi_en': 'kya ve kod ko saphalataapoorvak dikript karate hain?'}"
303,"{'en': 'I am not sure if they successfully decrypt the code, I would assume so otherwise I doubt it would be as historically relevant.', 'hi_en': 'mujhe yakeen nahin hai ki agar ve saphalataapoorvak kod ko dikript karate hain, to main aisa maanoonga anyatha mujhe sandeh hai ki yah aitihaasik roop se praasangik hoga.'}"
304,"{'en': 'Okay. What kind of movie is it? Thriller? Drama? Comedy?', 'hi_en': 'theek hai. yah kis tarah kee philm hai? thrilar? naatak? komedee?'}"
305,"{'en': 'It is a drama', 'hi_en': 'yah ek draama hai'}"
306,"{'en': 'Any other known actors in it?', 'hi_en': 'isamen koee any gyaat abhineta?'}"
307,"{'en': 'Yeah, there is Matthew Goode and Tom Goodman-Hill in the movie as well.', 'hi_en': 'haan, philm mein maithyoo gode aur tom gudamain-hil bhee hain.'}"
308,"{'en': 'How long is the movie?', 'hi_en': 'film kitanee lambee hai?'}"
309,"{'en': ""I am not sure how long the movie is, if I had to guess I'd say 2 hours."", 'hi_en': 'mujhe yakeen nahin hai ki philm kitanee lambee hai, agar mujhe lagata hai ki mujhe 2 ghante kahana hoga.'}"
310,"{'en': 'What year was it released originally ?', 'hi_en': 'yah mool roop se kis baras jaaree kiya gaya tha?'}"
311,"{'en': 'It was originally released in 2014.', 'hi_en': 'yah mool roop se 2014 mein rileej huee thee.'}"
312,"{'en': 'Did it win any awards?', 'hi_en': 'kya isane koee puraskaar jeeta?'}"
313,"{'en': ""It doesn't mention winning any awards, however it has amazing reviews from different organizations."", 'hi_en': 'isamen kisee bhee puraskaar ko jeetane ka ullekh nahin hai, haalaanki vibhinn sangathanon se isakee adbhut sameekshaen hain.'}"
314,"{'en': 'Can you tell me more about the reviews?', 'hi_en': 'kya aap mujhe sameekshaon ke baare mein adhik bata sakate hain?'}"
315,"{'en': 'The film received a CinemaScore of A+ as well as a Rotten Tomatoes review of 91%.', 'hi_en': 'is film ko A+ CinemaScore mila sath hi sath 91% ka ek Rotten Tamatar review bhi.'}"
316,"{'en': 'There are quite a few key scenes throughout the movie that are relevant  as well.', 'hi_en': 'Movie ke doran kuch key scenes bhi  he jo ki relevant he.'}"
317,"{'en': 'Relevant to what?', 'hi_en': 'kis se relevant?'}"
318,"{'en': 'To the story. One of them explains how the main character, Alan Turing is unhappy in his boarding school due to bullying. It is through that unhappiness that he found his interest in cryptography.', 'hi_en': 'Story se. un me  se ek explain karta he ki kese main character, Alan Turing uske boarding school me bullying ke karan unhappy he.us unhappiness ke karan voh cryptography me interest leta he.'}"
